task_id,task_length_MI,cpu_demand,memory_demand_GB,deadline_ms,qos_level,task_type,migration_size_MB,migration_time_ms,migration_energy_J,network_hops
T2488,2351,0.33,2.09,244,High,Latency,176.12,89.91,55.0,8
T2489,6982,0.59,3.06,1454,Medium,Data,53.03,173.91,47.94,8
T2490,1545,0.27,2.97,237,High,Latency,8.41,82.72,51.97,4
T2491,17075,0.76,7.15,763,High,Compute,174.15,21.77,25.81,1
T2492,14668,0.77,6.29,628,High,Compute,10.81,155.5,72.7,3
T2493,3848,0.42,2.15,385,High,Latency,138.07,28.81,18.21,3
T2494,8996,0.55,3.68,1074,Medium,Data,45.52,142.2,44.53,9
T2495,15008,0.86,3.35,505,High,Compute,150.09,45.88,66.34,9
T2496,5940,0.42,1.71,1149,Medium,Data,181.95,29.61,76.81,4
T2497,13805,0.9,7.97,974,High,Compute,124.34,90.32,9.54,2
T2498,6930,0.32,1.12,1171,Medium,Data,60.13,197.77,76.14,4
T2499,2302,0.48,0.98,279,High,Latency,128.8,49.36,3.44,6
T2500,17025,0.67,4.06,499,High,Compute,19.04,194.72,6.68,2
T2501,18547,0.8,4.62,486,High,Compute,154.79,81.41,3.47,4
T2502,8164,0.64,3.45,637,High,Compute,44.78,103.84,37.72,4
T2503,15846,0.66,6.72,801,High,Compute,16.09,174.34,72.63,2
T2504,2702,0.42,2.68,296,High,Latency,154.04,187.49,73.37,4
T2505,9673,0.38,1.39,873,Medium,Data,23.11,192.59,18.79,6
T2506,4637,0.43,3.11,1374,Medium,Data,178.33,193.89,56.42,2
T2507,13203,0.61,7.82,718,High,Compute,141.44,44.74,33.06,5
T2508,4711,0.47,2.7,279,High,Latency,33.49,49.78,33.25,9
T2509,3012,0.42,3.26,869,Medium,Data,142.64,80.88,43.53,8
T2510,17916,0.85,6.24,943,High,Compute,69.29,138.21,15.46,8
T2511,3079,0.5,2.0,315,High,Latency,162.29,67.54,12.19,4
T2512,17108,0.79,7.92,466,High,Compute,35.85,55.71,73.07,3
T2513,9713,0.49,4.3,1242,Medium,Data,101.39,16.25,22.91,5
T2514,1398,0.28,0.85,285,High,Latency,13.44,156.38,15.22,7
T2515,6331,0.35,1.0,1306,Medium,Data,128.01,136.26,6.93,2
T2516,1160,0.27,1.24,205,High,Latency,38.28,14.24,46.56,5
T2517,17815,0.62,2.74,548,High,Compute,37.07,154.7,69.54,1
T2518,8130,0.74,5.36,662,High,Compute,176.18,25.4,64.44,5
T2519,14679,0.8,5.16,694,High,Compute,49.88,78.75,73.0,2
T2520,4346,0.43,1.69,257,High,Latency,93.98,103.41,39.22,5
T2521,6036,0.48,1.81,1103,Medium,Data,10.74,198.04,57.87,3
T2522,7881,0.6,4.5,847,Medium,Data,120.44,193.11,6.33,4
T2523,5774,0.55,4.29,886,Medium,Data,66.81,53.6,31.64,1
T2524,16125,0.89,3.78,910,High,Compute,135.98,132.58,69.33,8
T2525,16631,0.86,5.56,673,High,Compute,24.72,114.11,47.55,7
T2526,7816,0.54,3.74,1068,Medium,Data,194.5,196.32,22.1,4
T2527,13444,0.84,4.5,601,High,Compute,103.3,147.78,66.5,3
T2528,6029,0.38,1.75,1436,Medium,Data,114.92,146.37,71.04,7
T2529,3099,0.31,0.93,286,High,Latency,67.89,85.72,66.67,7
T2530,13735,0.82,7.96,826,High,Compute,93.28,192.3,45.29,4
T2531,11746,0.85,7.07,645,High,Compute,134.95,84.46,7.23,9
T2532,3307,0.51,2.44,1259,Medium,Data,127.57,104.58,35.01,5
T2533,1666,0.29,0.99,291,High,Latency,22.16,66.86,67.39,1
T2534,9571,0.56,1.4,976,Medium,Data,190.45,162.29,18.05,7
T2535,9704,0.33,2.28,1246,Medium,Data,19.99,127.42,40.08,5
T2536,12274,0.65,7.16,597,High,Compute,116.33,88.04,8.23,2
T2537,11155,0.74,3.65,652,High,Compute,69.95,175.49,32.85,6
T2538,15962,0.63,4.35,870,High,Compute,101.27,22.82,51.86,5
T2539,19208,0.83,7.68,524,High,Compute,85.17,123.33,49.29,1
T2540,3572,0.32,0.58,105,High,Latency,189.52,54.15,26.74,5
T2541,4302,0.36,0.68,255,High,Latency,152.74,150.72,68.55,6
T2542,3934,0.5,3.88,1145,Medium,Data,113.54,35.46,27.81,1
T2543,3376,0.34,4.62,1043,Medium,Data,94.93,46.92,73.28,6
T2544,4010,0.33,4.71,1373,Medium,Data,143.51,15.27,70.38,9
T2545,4857,0.46,1.16,355,High,Latency,76.69,136.28,28.93,9
T2546,12268,0.65,2.42,951,High,Compute,179.9,159.7,68.18,5
T2547,4039,0.56,4.9,1002,Medium,Data,54.25,100.52,34.63,8
T2548,6597,0.52,3.26,1258,Medium,Data,138.47,48.35,49.55,1
T2549,7721,0.45,2.35,1326,Medium,Data,134.83,92.3,72.61,1
T2550,14629,0.76,3.43,466,High,Compute,195.95,181.21,71.7,9
T2551,7310,0.36,3.49,838,Medium,Data,67.18,92.77,41.33,6
T2552,1938,0.21,2.03,142,High,Latency,180.61,177.41,60.33,5
T2553,16962,0.84,2.96,537,High,Compute,28.87,37.03,42.57,6
T2554,9957,0.45,4.24,1152,Medium,Data,77.75,130.9,58.17,6
T2555,8677,0.77,3.27,818,High,Compute,105.34,67.02,52.22,5
T2556,6656,0.36,1.13,1482,Medium,Data,6.35,35.45,11.34,9
T2557,8209,0.77,5.82,834,High,Compute,134.24,190.84,47.46,6
T2558,7758,0.56,1.76,1159,Medium,Data,159.51,40.58,31.74,1
T2559,8181,0.77,5.75,518,High,Compute,63.2,80.54,8.09,3
T2560,19799,0.62,3.73,560,High,Compute,113.65,115.31,55.47,5
T2561,9601,0.38,3.98,1033,Medium,Data,88.7,120.75,34.88,2
T2562,2873,0.46,1.36,301,High,Latency,58.13,64.6,56.52,1
T2563,4545,0.4,1.52,287,High,Latency,193.95,137.91,5.32,6
T2564,8653,0.84,3.81,843,High,Compute,5.02,185.78,6.17,9
T2565,12669,0.69,4.56,656,High,Compute,124.46,97.94,21.97,4
T2566,4637,0.42,1.17,362,High,Latency,144.81,80.48,41.39,8
T2567,3737,0.22,1.68,318,High,Latency,33.99,113.59,29.18,9
T2568,8933,0.53,2.4,1317,Medium,Data,135.74,29.55,7.05,8
T2569,4296,0.49,1.32,198,High,Latency,129.87,180.04,42.53,3
T2570,17578,0.9,6.02,455,High,Compute,142.87,71.45,4.88,6
T2571,8141,0.38,2.1,1063,Medium,Data,17.46,81.87,22.86,6
T2572,2061,0.3,2.41,166,High,Latency,161.94,187.83,79.89,7
T2573,15017,0.89,6.02,804,High,Compute,132.58,46.9,10.01,8
T2574,7164,0.35,4.83,1383,Medium,Data,29.19,76.88,75.13,4
T2575,13279,0.81,4.54,534,High,Compute,164.57,111.58,51.37,7
T2576,17190,0.84,3.29,593,High,Compute,6.61,189.66,44.75,8
T2577,15121,0.85,5.5,769,High,Compute,150.82,184.85,33.06,4
T2578,3130,0.37,4.21,963,Medium,Data,32.2,34.15,25.71,4
T2579,4781,0.53,3.21,1233,Medium,Data,170.13,75.31,69.79,8
T2580,13438,0.61,7.93,873,High,Compute,71.28,116.45,10.04,2
T2581,10614,0.75,2.63,787,High,Compute,81.76,75.24,26.85,9
T2582,4797,0.36,1.53,148,High,Latency,85.16,173.09,35.78,3
T2583,1128,0.41,2.04,279,High,Latency,89.64,136.91,14.69,5
T2584,15494,0.66,3.54,933,High,Compute,121.89,101.07,18.62,7
T2585,6787,0.56,4.65,964,Medium,Data,90.93,40.83,17.79,3
T2586,9663,0.88,7.82,404,High,Compute,135.22,106.67,56.97,5
T2587,4104,0.3,4.59,1185,Medium,Data,151.22,145.44,47.05,2
T2588,2330,0.27,2.04,102,High,Latency,22.61,43.23,43.71,3
T2589,9216,0.45,1.51,921,Medium,Data,164.89,139.89,37.27,9
T2590,5560,0.46,2.32,1390,Medium,Data,34.59,97.09,71.05,2
T2591,9361,0.63,4.02,416,High,Compute,54.8,147.08,27.6,7
T2592,5951,0.44,2.03,1144,Medium,Data,90.79,146.11,66.32,1
T2593,13003,0.67,3.05,837,High,Compute,170.62,89.97,63.69,8
T2594,16330,0.89,6.63,693,High,Compute,94.61,70.56,56.75,2
T2595,4315,0.33,1.21,1325,Medium,Data,194.57,65.14,76.58,5
T2596,4896,0.33,1.45,1317,Medium,Data,141.58,145.6,5.23,3
T2597,16614,0.66,7.82,594,High,Compute,164.55,187.46,19.9,5
T2598,7710,0.41,1.03,1077,Medium,Data,161.84,152.96,50.27,9
T2599,18605,0.89,3.8,795,High,Compute,165.32,160.32,78.68,9
T2600,4486,0.53,1.4,892,Medium,Data,154.33,91.87,79.51,5
T2601,15177,0.71,5.66,855,High,Compute,117.84,187.5,72.84,8
T2602,4561,0.32,4.72,906,Medium,Data,163.49,69.12,18.88,7
T2603,11597,0.82,5.61,986,High,Compute,53.92,107.35,47.07,3
T2604,3415,0.35,2.97,135,High,Latency,17.94,156.9,57.78,2
T2605,3987,0.39,4.06,1001,Medium,Data,89.95,21.03,70.83,9
T2606,9301,0.32,1.05,1290,Medium,Data,87.38,47.22,60.43,7
T2607,7841,0.36,4.93,1326,Medium,Data,40.38,63.32,42.89,8
T2608,7881,0.43,4.82,1252,Medium,Data,89.24,48.75,8.86,1
T2609,1815,0.29,1.22,183,High,Latency,107.95,15.39,30.48,4
T2610,18051,0.8,2.1,505,High,Compute,129.1,108.58,29.75,6
T2611,3861,0.29,2.21,178,High,Latency,86.88,192.3,26.86,3
T2612,9558,0.66,2.05,862,High,Compute,165.62,48.46,21.0,7
T2613,1775,0.49,0.85,323,High,Latency,183.63,95.99,50.84,2
T2614,8605,0.77,6.2,742,High,Compute,123.97,162.55,65.17,5
T2615,12270,0.86,7.74,790,High,Compute,78.72,94.04,69.39,3
T2616,3000,0.36,3.0,1222,Medium,Data,128.85,50.55,21.7,4
T2617,17036,0.8,3.94,610,High,Compute,153.65,97.8,28.14,6
T2618,2278,0.34,2.53,259,High,Latency,24.55,82.3,42.13,9
T2619,16548,0.62,3.16,774,High,Compute,103.34,157.3,60.44,9
T2620,1146,0.28,1.32,298,High,Latency,73.91,84.31,4.4,3
T2621,4025,0.54,4.09,1416,Medium,Data,12.54,82.05,49.62,9
T2622,3729,0.53,2.35,1307,Medium,Data,169.52,115.14,58.57,7
T2623,9735,0.75,2.89,504,High,Compute,150.39,75.25,72.42,8
T2624,7414,0.55,1.2,1140,Medium,Data,11.81,169.23,47.52,7
T2625,8039,0.57,4.0,989,Medium,Data,151.02,50.04,13.25,7
T2626,4781,0.36,2.75,138,High,Latency,99.33,112.41,35.47,2
T2627,9264,0.45,2.96,1360,Medium,Data,183.57,199.18,53.05,3
T2628,8539,0.86,6.09,464,High,Compute,124.22,63.5,34.11,5
T2629,8546,0.34,3.95,1224,Medium,Data,169.81,184.44,3.93,9
T2630,4260,0.38,2.34,369,High,Latency,186.58,118.02,79.23,5
T2631,10364,0.76,5.83,714,High,Compute,30.58,133.03,57.11,4
T2632,15630,0.62,2.26,980,High,Compute,21.97,32.39,6.04,5
T2633,5086,0.59,3.62,1347,Medium,Data,151.87,141.18,73.22,1
T2634,11153,0.65,2.01,433,High,Compute,138.91,197.31,12.76,8
T2635,7144,0.51,3.19,908,Medium,Data,58.59,13.62,74.74,5
T2636,3071,0.34,2.2,109,High,Latency,14.94,179.02,38.72,6
T2637,8113,0.56,3.61,1254,Medium,Data,34.71,70.87,50.0,7
T2638,19411,0.73,2.09,641,High,Compute,180.25,137.86,43.87,6
T2639,14209,0.64,5.07,608,High,Compute,168.82,18.52,72.69,6
T2640,6368,0.3,3.03,1028,Medium,Data,27.47,199.69,70.32,5
T2641,7785,0.44,4.16,1221,Medium,Data,64.49,61.2,11.2,4
T2642,9212,0.84,5.36,781,High,Compute,72.72,25.94,76.37,3
T2643,8061,0.73,3.73,522,High,Compute,70.56,62.34,36.64,9
T2644,3389,0.43,1.58,381,High,Latency,104.63,147.77,20.23,5
T2645,11403,0.78,6.23,460,High,Compute,127.87,11.41,32.89,6
T2646,8785,0.8,5.28,696,High,Compute,165.72,30.83,44.78,4
T2647,7789,0.38,1.35,1030,Medium,Data,103.04,106.75,30.06,1
T2648,4663,0.2,1.64,154,High,Latency,21.45,93.34,22.27,1
T2649,6097,0.37,4.17,1042,Medium,Data,41.4,36.33,18.28,3
T2650,8309,0.4,1.54,1366,Medium,Data,184.21,71.98,27.23,2
T2651,4480,0.4,1.86,210,High,Latency,169.69,19.37,40.62,8
T2652,4050,0.29,1.27,357,High,Latency,100.64,111.34,63.0,8
T2653,9373,0.8,7.74,834,High,Compute,198.82,44.46,15.61,7
T2654,3370,0.6,1.63,980,Medium,Data,161.3,14.36,66.08,6
T2655,18317,0.83,2.43,484,High,Compute,7.38,158.36,17.45,5
T2656,9147,0.57,2.37,1133,Medium,Data,95.01,30.67,44.33,3
T2657,9755,0.3,3.37,918,Medium,Data,51.0,60.97,14.29,8
T2658,16878,0.67,3.99,852,High,Compute,30.18,86.13,29.44,5
T2659,9473,0.47,2.61,884,Medium,Data,130.03,188.05,73.91,1
T2660,10919,0.82,3.53,995,High,Compute,153.69,72.92,60.65,9
T2661,2156,0.39,2.06,361,High,Latency,125.36,69.24,29.35,8
T2662,14436,0.84,3.84,419,High,Compute,120.99,191.06,52.47,1
T2663,4979,0.34,2.16,1500,Medium,Data,94.59,193.01,18.7,1
T2664,3073,0.36,2.21,110,High,Latency,37.55,164.77,71.72,3
T2665,19041,0.71,4.47,786,High,Compute,173.48,74.42,9.68,6
T2666,4421,0.53,3.9,1168,Medium,Data,192.03,62.15,74.3,9
T2667,8837,0.5,3.19,1319,Medium,Data,13.38,78.86,54.39,8
T2668,17106,0.75,2.97,730,High,Compute,162.94,51.76,2.78,3
T2669,9178,0.77,2.57,578,High,Compute,146.66,76.43,60.41,4
T2670,3184,0.31,2.6,281,High,Latency,160.86,174.73,65.95,1
T2671,9119,0.79,6.11,786,High,Compute,72.94,76.31,12.25,8
T2672,2194,0.27,1.72,258,High,Latency,25.63,53.9,60.19,2
T2673,9017,0.75,3.65,447,High,Compute,61.03,80.5,27.63,9
T2674,7471,0.47,2.11,802,Medium,Data,157.66,71.85,13.27,5
T2675,8987,0.34,2.54,1456,Medium,Data,70.5,160.35,42.99,9
T2676,4811,0.56,4.56,842,Medium,Data,114.32,85.77,78.48,6
T2677,9629,0.68,3.67,812,High,Compute,133.21,46.95,73.6,3
T2678,6520,0.34,1.62,1256,Medium,Data,184.18,170.76,34.52,9
T2679,6061,0.56,4.76,1026,Medium,Data,187.76,153.43,23.67,9
T2680,6317,0.31,2.92,868,Medium,Data,139.08,154.46,68.67,2
T2681,4253,0.39,2.29,1407,Medium,Data,39.95,31.1,45.04,6
T2682,12835,0.63,2.99,622,High,Compute,137.91,176.94,4.37,1
T2683,4287,0.32,2.37,141,High,Latency,141.05,42.44,4.0,3
T2684,6975,0.35,1.21,876,Medium,Data,183.58,136.95,73.72,2
T2685,8015,0.33,1.98,1119,Medium,Data,77.5,144.09,47.58,8
T2686,2183,0.22,0.62,260,High,Latency,160.39,124.97,71.2,2
T2687,4217,0.27,2.34,322,High,Latency,6.64,64.26,71.35,4
T2688,6379,0.42,3.88,966,Medium,Data,146.03,65.4,51.61,7
T2689,7831,0.46,4.73,1500,Medium,Data,68.15,195.65,8.15,6
T2690,1028,0.3,0.76,280,High,Latency,24.83,48.45,4.94,8
T2691,5814,0.47,1.21,1441,Medium,Data,23.43,121.11,79.51,6
T2692,4733,0.35,4.53,1044,Medium,Data,111.33,17.66,12.86,1
T2693,13948,0.64,4.64,798,High,Compute,25.58,116.23,48.87,1
T2694,8238,0.71,7.08,522,High,Compute,110.89,115.01,55.46,3
T2695,18349,0.66,6.3,648,High,Compute,187.19,82.7,19.15,4
T2696,7323,0.48,1.6,1383,Medium,Data,18.66,100.47,73.73,2
T2697,2394,0.42,0.77,205,High,Latency,58.78,68.5,50.82,3
T2698,9217,0.36,4.17,842,Medium,Data,22.13,90.5,27.67,9
T2699,18983,0.61,5.66,975,High,Compute,132.69,113.29,53.65,4
T2700,9165,0.79,4.62,620,High,Compute,119.61,49.05,49.56,4
T2701,9104,0.83,2.34,891,High,Compute,62.8,18.11,55.41,2
T2702,8465,0.55,3.45,868,Medium,Data,191.99,49.98,43.3,8
T2703,3287,0.21,1.77,216,High,Latency,193.94,115.54,74.79,3
T2704,3737,0.27,1.32,302,High,Latency,10.54,24.77,58.33,9
T2705,19734,0.79,3.04,721,High,Compute,169.84,111.46,43.98,8
T2706,6009,0.52,4.8,1034,Medium,Data,199.28,29.84,64.84,2
T2707,18733,0.75,3.12,953,High,Compute,43.38,44.43,8.84,4
T2708,4959,0.53,1.7,1134,Medium,Data,184.89,167.27,32.13,1
T2709,16814,0.85,6.81,724,High,Compute,24.69,132.39,58.3,2
T2710,4168,0.5,3.68,1084,Medium,Data,163.06,60.91,78.57,8
T2711,10407,0.71,6.38,564,High,Compute,169.61,180.69,23.78,2
T2712,3820,0.43,2.11,1323,Medium,Data,36.4,59.04,58.18,2
T2713,13254,0.69,4.15,470,High,Compute,72.66,88.98,31.5,8
T2714,4026,0.35,2.5,1276,Medium,Data,73.39,167.27,44.18,9
T2715,5805,0.52,3.46,1175,Medium,Data,187.21,177.06,53.51,6
T2716,7398,0.49,1.0,820,Medium,Data,187.02,51.48,53.29,3
T2717,11600,0.61,7.9,994,High,Compute,103.26,198.72,35.96,6
T2718,6873,0.39,1.7,1428,Medium,Data,140.56,44.34,74.76,3
T2719,7870,0.42,4.81,1440,Medium,Data,166.77,19.93,47.15,5
T2720,17587,0.73,5.35,928,High,Compute,99.32,120.23,60.37,7
T2721,5660,0.53,1.63,1050,Medium,Data,150.34,107.71,8.14,4
T2722,12197,0.63,4.84,516,High,Compute,138.04,173.37,31.24,6
T2723,9566,0.72,5.04,594,High,Compute,160.08,140.96,77.55,6
T2724,16109,0.89,4.56,778,High,Compute,106.73,31.21,64.08,3
T2725,5271,0.47,1.58,1352,Medium,Data,136.86,93.28,5.59,8
T2726,2005,0.43,0.56,169,High,Latency,21.73,36.93,41.98,6
T2727,3953,0.41,1.69,1429,Medium,Data,95.63,130.66,14.48,6
T2728,4791,0.39,3.63,1005,Medium,Data,26.11,36.24,21.18,2
T2729,4714,0.44,3.09,848,Medium,Data,176.64,89.46,44.61,4
T2730,9728,0.59,4.15,871,Medium,Data,199.68,114.43,45.8,7
T2731,17088,0.65,4.87,429,High,Compute,120.12,63.96,67.99,8
T2732,9542,0.86,5.17,974,High,Compute,24.22,64.31,12.95,8
T2733,9381,0.84,5.75,902,High,Compute,73.86,84.9,73.49,1
T2734,4644,0.49,1.8,214,High,Latency,172.66,130.04,3.35,9
T2735,10391,0.83,4.04,932,High,Compute,73.05,190.32,8.09,1
T2736,7342,0.43,1.25,896,Medium,Data,6.75,191.49,12.84,4
T2737,18715,0.89,4.61,848,High,Compute,30.21,103.2,74.71,5
T2738,1400,0.36,1.01,103,High,Latency,76.42,193.12,63.91,4
T2739,5413,0.47,2.95,1185,Medium,Data,141.44,99.74,72.8,3
T2740,9150,0.7,3.87,487,High,Compute,110.61,149.96,57.85,9
T2741,17808,0.8,5.11,710,High,Compute,41.92,70.24,9.2,4
T2742,5671,0.41,1.43,1489,Medium,Data,123.83,32.52,51.19,9
T2743,1514,0.47,0.53,392,High,Latency,198.45,35.27,57.79,2
T2744,14861,0.61,7.09,788,High,Compute,139.93,30.03,33.83,7
T2745,3281,0.44,2.47,279,High,Latency,115.59,161.63,26.99,1
T2746,9219,0.39,2.61,1000,Medium,Data,143.18,17.43,72.58,8
T2747,3530,0.45,1.44,206,High,Latency,52.99,63.56,74.92,5
T2748,9244,0.86,3.28,452,High,Compute,99.17,86.35,51.08,3
T2749,4094,0.38,1.5,315,High,Latency,148.3,132.27,43.17,3
T2750,6930,0.4,3.26,973,Medium,Data,114.59,124.28,44.8,9
T2751,3782,0.37,0.68,155,High,Latency,43.08,105.9,24.92,9
T2752,7533,0.32,3.12,1285,Medium,Data,149.18,63.15,40.49,4
T2753,11630,0.84,6.09,955,High,Compute,103.86,75.86,79.55,1
T2754,13992,0.85,6.17,988,High,Compute,171.64,37.9,29.87,2
T2755,12300,0.73,7.1,932,High,Compute,115.34,118.15,40.72,7
T2756,13360,0.73,6.24,839,High,Compute,14.83,178.17,47.73,6
T2757,3406,0.4,4.99,1423,Medium,Data,7.03,175.16,11.37,1
T2758,2551,0.45,1.0,101,High,Latency,86.22,139.4,51.0,3
T2759,17821,0.77,7.83,886,High,Compute,56.03,56.46,59.3,3
T2760,13376,0.63,7.21,895,High,Compute,105.57,127.35,25.04,9
T2761,10783,0.81,2.37,659,High,Compute,106.46,44.68,10.41,9
T2762,8797,0.88,3.03,614,High,Compute,12.5,194.92,79.65,6
T2763,15549,0.7,7.45,593,High,Compute,115.49,123.73,13.06,5
T2764,12174,0.69,6.67,413,High,Compute,190.63,195.88,71.3,2
T2765,5045,0.33,4.68,1056,Medium,Data,90.26,78.39,62.36,3
T2766,4735,0.21,2.97,236,High,Latency,125.83,171.63,20.09,6
T2767,1753,0.44,2.53,349,High,Latency,92.32,65.33,61.78,3
T2768,16469,0.89,7.79,791,High,Compute,177.97,193.08,69.06,3
T2769,8151,0.49,3.96,1068,Medium,Data,47.62,107.69,21.92,8
T2770,18792,0.79,7.08,485,High,Compute,190.78,25.32,60.69,4
T2771,5239,0.47,4.25,1457,Medium,Data,80.56,180.75,5.18,4
T2772,3669,0.39,1.11,143,High,Latency,49.81,159.92,12.92,7
T2773,16022,0.68,3.83,528,High,Compute,39.89,166.54,64.61,9
T2774,7326,0.33,1.17,1154,Medium,Data,114.01,190.19,21.29,8
T2775,6891,0.52,2.82,1059,Medium,Data,136.9,32.05,65.21,3
T2776,4971,0.59,2.47,1031,Medium,Data,42.43,143.5,54.91,6
T2777,5494,0.35,4.34,969,Medium,Data,58.96,118.94,61.4,3
T2778,9068,0.58,2.63,1378,Medium,Data,51.68,91.49,13.83,9
T2779,4049,0.41,3.82,859,Medium,Data,128.24,154.35,13.1,2
T2780,14932,0.68,6.78,590,High,Compute,134.13,79.82,75.67,7
T2781,14015,0.89,3.4,670,High,Compute,102.51,70.04,35.37,5
T2782,7266,0.41,3.03,1204,Medium,Data,75.29,91.71,27.25,7
T2783,8624,0.56,4.78,1233,Medium,Data,186.88,33.95,45.75,3
T2784,4870,0.49,1.18,294,High,Latency,94.69,147.46,30.93,5
T2785,2331,0.31,0.98,353,High,Latency,180.59,107.73,3.95,7
T2786,8295,0.55,2.43,1361,Medium,Data,107.54,153.1,44.11,4
T2787,1821,0.38,1.19,119,High,Latency,151.38,170.13,10.25,8
T2788,15099,0.84,2.77,401,High,Compute,167.43,147.01,64.86,9
T2789,18607,0.7,4.77,979,High,Compute,41.97,16.94,56.46,4
T2790,8715,0.36,4.1,1343,Medium,Data,129.52,73.71,62.13,2
T2791,7224,0.42,4.64,998,Medium,Data,129.4,100.6,24.71,7
T2792,1368,0.27,1.81,230,High,Latency,21.87,108.37,14.43,7
T2793,13696,0.77,5.13,600,High,Compute,190.6,114.39,43.72,7
T2794,16086,0.66,5.93,754,High,Compute,148.63,45.13,25.6,8
T2795,15496,0.75,4.17,707,High,Compute,101.17,17.87,17.46,3
T2796,13271,0.81,3.21,653,High,Compute,123.32,114.82,36.22,5
T2797,11143,0.78,4.47,624,High,Compute,149.52,22.05,77.25,4
T2798,2477,0.31,2.52,206,High,Latency,68.46,139.13,5.52,3
T2799,15270,0.74,4.04,909,High,Compute,90.72,64.06,27.77,5
T2800,9067,0.52,4.78,1398,Medium,Data,113.31,124.68,28.99,7
T2801,3599,0.38,1.18,816,Medium,Data,148.29,68.51,37.94,7
T2802,14537,0.63,4.82,789,High,Compute,192.83,76.29,25.26,9
T2803,18254,0.64,5.23,406,High,Compute,75.65,149.54,29.37,7
T2804,11824,0.7,2.31,686,High,Compute,44.35,165.98,22.08,7
T2805,17228,0.77,5.96,514,High,Compute,199.8,72.19,34.98,4
T2806,9200,0.37,3.94,932,Medium,Data,65.75,107.63,8.86,8
T2807,4718,0.39,2.88,1349,Medium,Data,135.43,184.03,33.0,1
T2808,13704,0.63,3.12,916,High,Compute,129.03,23.44,28.69,3
T2809,4669,0.33,1.49,241,High,Latency,61.55,125.28,41.34,1
T2810,1746,0.29,1.41,271,High,Latency,6.34,112.24,45.02,3
T2811,2088,0.45,2.99,325,High,Latency,136.19,41.54,50.0,2
T2812,15874,0.66,2.03,565,High,Compute,19.51,103.17,59.18,3
T2813,19110,0.76,3.32,762,High,Compute,156.76,196.11,8.9,2
T2814,11852,0.63,3.3,440,High,Compute,78.82,37.38,40.47,1
T2815,4161,0.31,2.85,1491,Medium,Data,49.07,160.06,10.37,1
T2816,16709,0.85,4.16,555,High,Compute,100.15,97.2,17.3,3
T2817,13129,0.84,7.38,555,High,Compute,100.08,105.84,24.88,6
T2818,15392,0.72,6.3,795,High,Compute,136.19,26.69,64.59,8
T2819,13253,0.78,2.87,941,High,Compute,29.1,89.16,41.92,1
T2820,8169,0.73,5.88,544,High,Compute,166.63,111.05,7.34,9
T2821,4841,0.52,4.75,1500,Medium,Data,92.45,199.03,5.63,6
T2822,14189,0.7,4.39,660,High,Compute,130.74,137.97,54.98,6
T2823,5684,0.35,3.32,1190,Medium,Data,147.81,90.48,5.16,1
T2824,9471,0.6,2.73,881,Medium,Data,153.76,33.73,16.94,1
T2825,11598,0.63,4.08,878,High,Compute,102.65,60.62,33.85,8
T2826,14407,0.72,3.17,625,High,Compute,12.22,28.04,46.99,6
T2827,7126,0.37,3.74,1065,Medium,Data,162.11,134.85,67.07,6
T2828,2821,0.33,2.1,131,High,Latency,171.79,36.25,32.09,6
T2829,14231,0.73,7.1,858,High,Compute,23.31,141.54,48.42,9
T2830,5979,0.34,4.61,1432,Medium,Data,137.24,197.11,35.88,6
T2831,5948,0.54,4.21,935,Medium,Data,23.77,139.84,22.39,6
T2832,1791,0.37,2.37,341,High,Latency,66.95,137.54,28.01,8
T2833,4842,0.36,0.5,219,High,Latency,5.08,160.57,26.57,1
T2834,10569,0.76,3.28,997,High,Compute,9.52,160.43,50.39,2
T2835,2135,0.38,2.08,103,High,Latency,76.99,50.02,12.75,6
T2836,19484,0.88,5.08,652,High,Compute,93.34,54.07,73.73,1
T2837,4236,0.36,3.55,1117,Medium,Data,110.98,172.98,67.0,4
T2838,17458,0.66,4.88,444,High,Compute,8.81,50.01,6.82,4
T2839,6759,0.5,2.36,888,Medium,Data,73.06,85.46,20.76,9
T2840,4001,0.4,0.63,166,High,Latency,74.24,11.85,48.38,2
T2841,16290,0.7,7.77,990,High,Compute,166.77,136.65,25.36,8
T2842,8778,0.45,4.45,1276,Medium,Data,65.78,191.67,47.92,2
T2843,8431,0.53,4.68,1317,Medium,Data,13.44,142.12,75.69,5
T2844,10506,0.72,2.33,407,High,Compute,146.15,90.24,43.8,8
T2845,2383,0.33,1.85,148,High,Latency,137.16,145.27,54.68,2
T2846,9993,0.5,2.79,1370,Medium,Data,76.6,17.53,72.86,3
T2847,4408,0.21,2.31,360,High,Latency,140.98,175.91,26.19,1
T2848,4639,0.38,1.07,127,High,Latency,185.2,61.7,46.76,1
T2849,4283,0.3,2.05,352,High,Latency,132.77,138.66,40.33,6
T2850,3505,0.54,2.91,1241,Medium,Data,137.06,159.8,24.55,7
T2851,19134,0.77,7.14,585,High,Compute,92.48,110.38,22.57,3
T2852,7374,0.59,3.54,1220,Medium,Data,115.22,71.31,54.02,9
T2853,16481,0.65,6.4,416,High,Compute,80.37,184.37,30.71,1
T2854,12539,0.66,5.76,644,High,Compute,191.12,45.44,15.27,7
T2855,7446,0.4,1.92,960,Medium,Data,54.0,28.0,19.68,7
T2856,4659,0.25,1.87,149,High,Latency,61.48,45.43,28.21,3
