task_id,arrival_time,task_length_MI,cpu_demand,memory_demand_MB,deadline_ms,qos_level,task_type
5695,2909.7943761056176,1810,0.277735778630409,997,4952,High,data
5696,9171.019676668435,3135,0.9779378112763886,212,1326,Low,latency
5697,7753.552964263154,1431,0.2998135204293338,335,2343,Low,latency
5698,6620.191624972286,2575,0.7222286597595434,942,4858,Low,latency
5699,3996.9647160267054,2113,0.7009870855928984,104,1326,Medium,compute
5700,498.2754879289264,720,0.3588695145650409,349,2253,Low,data
5701,2602.5280475614622,420,0.5486268228997565,937,3305,Low,data
5702,4808.6881734925255,4643,0.24664745463388013,498,1055,High,compute
5703,4227.783928943333,3355,0.698280844196334,118,2167,Low,latency
5704,4581.325110030002,3485,0.752263005304793,815,3521,Medium,latency
5705,303.1092932806112,1296,0.34232070297901157,848,3398,Medium,compute
5706,6330.741052292851,341,0.21866726873153017,296,52,High,data
5707,4509.655819168131,4182,0.5606703581765208,884,4629,Low,compute
5708,167.88717539566233,1093,0.20703552819427568,454,3750,Medium,latency
5709,9392.133419198854,1587,0.8982303836281645,351,140,Low,latency
5710,1977.0042310267877,414,0.6547529739724257,505,944,Medium,compute
5711,1695.8959459097844,2794,0.22171076556121933,327,2065,Medium,latency
5712,7550.940452057819,4196,0.18791192387977068,996,1014,High,data
5713,3486.631545579384,4281,0.7029934015208011,601,513,Medium,latency
5714,6115.483804677544,3540,0.42845838779440537,324,3546,Low,data
5715,59.66140818971066,2922,0.8236685776881693,379,3746,High,latency
5716,4314.338935964921,4258,0.7508893317405535,362,4406,Medium,compute
5717,248.34011636247877,3356,0.7352681289509945,560,3340,Medium,latency
5718,2095.6185198437347,2736,0.8923850722875006,136,2854,Low,data
5719,1947.1741385123164,3181,0.7160088032391664,269,4998,Low,latency
5720,9709.267592269814,4138,0.38699678548466665,472,793,High,latency
5721,3024.1308648491026,4702,0.27184069688555923,673,4389,Low,data
5722,8392.513859259818,1750,0.4346268567185274,911,3323,Medium,compute
5723,4207.565814952615,2627,0.579645616793722,443,2299,Medium,data
5724,8621.293303877574,1829,0.7535986067624261,988,2628,Low,latency
5725,6627.87229420753,1602,0.7303437948083539,912,2188,High,compute
5726,70.92424504005601,1863,0.6564782064688104,952,3472,Medium,latency
5727,1116.002251388818,1400,0.5571900704574055,494,4280,Medium,data
5728,313.4500685342623,3750,0.3176709488716375,310,1263,Low,data
5729,904.4505460036967,1820,0.8229239479729452,611,4671,High,data
5730,2203.140698441196,2992,0.2598699553591961,913,464,High,data
5731,7855.826878141747,4216,0.6930008017139506,979,1927,Low,data
5732,7336.806308500963,1235,0.7953815901515583,180,2732,Medium,latency
5733,2447.1355617311697,1701,0.2709812294392665,848,1075,Low,compute
5734,3904.229415533713,3782,0.4674681229859178,435,1693,Medium,latency
5735,8594.879351582495,4907,0.9262722893511848,1015,434,Medium,latency
5736,723.2115926078598,4603,0.6399275414109593,210,1706,Medium,latency
5737,5648.157586952375,1978,0.6147304592798867,787,1704,High,data
5738,1150.280632258407,753,0.1578718720214507,976,451,Medium,compute
5739,9940.547264647432,3212,0.7929274893725169,419,220,Low,latency
5740,4416.461523765049,2342,0.2843400654605584,530,2837,Low,compute
5741,9152.712849542888,2761,0.29537877793043077,224,3316,Low,compute
5742,1529.8271232517445,1411,0.8812390321135143,591,1030,Low,compute
5743,9903.06173347689,775,0.5854014187842732,635,1648,Low,latency
5744,593.0393369777698,2815,0.562243998795237,733,1791,Medium,latency
5745,589.223223497164,1390,0.5103915876864283,499,2172,Medium,latency
5746,8232.37135957988,2702,0.7049157039246468,509,816,Low,latency
5747,7765.922415254272,2620,0.6008621038739497,466,111,Medium,latency
5748,2479.367890394144,1410,0.6459746499716286,605,2081,Low,latency
5749,2468.4592050718747,4317,0.2367386368702271,953,255,Low,compute
5750,4726.550800261498,1438,0.6380251564743087,856,2512,Low,data
5751,9436.025391802,1169,0.5659353353450538,1016,556,Low,latency
5752,6258.865252974882,2142,0.6796376319698669,683,2895,Low,latency
5753,8325.2965742245,1511,0.2531726928328246,666,3459,High,latency
5754,8671.034216437682,2026,0.18271345956211849,224,3855,Medium,latency
5755,1344.4939263333488,399,0.5884797471592472,309,724,High,latency
5756,5788.085311721809,4029,0.274444181270455,448,198,Low,latency
5757,9869.407771310376,1588,0.9532381442135395,61,1108,Medium,latency
5758,956.4526644980575,2380,0.13818780187568733,918,2460,High,data
5759,4435.464415583168,335,0.1032773693602111,952,811,Medium,compute
5760,7648.533177618654,4255,0.3119630526960063,299,1328,High,compute
5761,9895.770615282798,3748,0.9620141439569786,65,3986,Medium,compute
5762,1197.1610468122028,1467,0.5285651158645881,581,2594,Medium,data
5763,4044.393011192855,4311,0.31171993184677976,131,3513,High,compute
5764,7529.605618077508,4243,0.2341038743467186,306,1217,Medium,data
5765,5940.7993944561595,2174,0.9248958712980871,634,1219,Low,data
5766,8786.53066661659,2710,0.3673339517418993,813,3231,Medium,data
5767,1021.4669075144611,3215,0.6389444456173179,378,2635,Low,data
5768,5425.125613300262,4604,0.3194026355755771,470,3856,Medium,data
5769,6091.939126032528,4878,0.47965053489258247,365,4431,Low,latency
5770,8142.645395964124,2744,0.2191587940173786,472,2670,Low,data
5771,8456.225589346785,2195,0.6052255644370029,1016,3979,Low,data
5772,4741.6506017530555,489,0.12336258274308966,332,576,High,data
5773,6043.249058245652,1362,0.9334452730105276,916,4535,Low,data
5774,78.52729347862963,3480,0.20639377389737495,691,4588,High,latency
5775,6890.2902408139225,427,0.5964551616297131,401,2499,Low,compute
5776,154.46074678692634,154,0.25700880792155667,680,1464,Low,latency
5777,6470.883664636971,2771,0.20632264649709506,361,1195,Medium,data
5778,5058.960465114158,3674,0.9350205009916099,209,145,High,latency
5779,9540.59718836718,4722,0.6370749208732386,391,317,High,latency
5780,1630.740136830937,2869,0.3152259158523971,59,1637,Low,data
5781,3837.7672793369534,1536,0.20248647774181894,276,1861,Medium,latency
5782,8572.975468766106,2985,0.35827727726023706,568,1159,High,data
5783,5140.953731250966,2650,0.13533198375894287,764,3856,High,compute
5784,8146.243357120594,961,0.37745076734139327,284,3084,Medium,compute
5785,5074.254509305223,1681,0.4039899052507081,440,2530,Medium,data
5786,6824.019963534126,3345,0.36086513796026876,237,4515,Low,compute
5787,8815.425960548839,1740,0.6103426490019355,681,4877,Low,latency
5788,548.1582681013986,1212,0.2318062078023757,831,4477,Low,compute
5789,8808.580146316157,860,0.3593231377494952,751,2956,Low,compute
5790,1789.6065132071692,1982,0.10590844794907228,715,318,Medium,compute
5791,7552.970782992712,4674,0.6647047464439317,51,1872,Medium,compute
5792,5658.311157694909,4842,0.9093431798602982,687,4572,High,data
5793,3329.2240379798463,537,0.9082964487711033,589,4856,Medium,data
5794,9585.09719514732,2785,0.9395425436316563,840,3268,High,data
5795,8414.333018803418,4838,0.1194713146075339,1004,873,Medium,latency
5796,2855.5721607880014,1673,0.5746349299803476,171,3751,Low,latency
5797,2026.831541573314,1867,0.6826507753804576,824,3864,High,latency
5798,3589.9052869808656,1509,0.9014815693885243,440,3737,Medium,compute
5799,3321.158147944514,3038,0.6544119754963769,881,857,Medium,latency
5800,1597.5718713646015,485,0.3962052581783849,728,2275,Low,compute
5801,9374.075729287451,3988,0.23364646337907247,903,4957,Low,compute
5802,8876.249722927216,3854,0.128270094998399,748,4344,High,compute
5803,8748.44994717418,991,0.7290670009788573,944,3193,Medium,compute
5804,4557.113195189696,594,0.7592956006203272,402,4745,High,latency
5805,7896.0013982504415,978,0.880275135008626,462,354,Medium,data
5806,3603.576642479248,1245,0.9224745146585975,1006,2054,Medium,latency
5807,8605.987936330923,4718,0.22544845607288105,637,2732,Low,compute
5808,9064.44964223371,2610,0.6954640523450732,715,4293,Medium,data
5809,5382.999249678899,2392,0.8313415506415238,391,4013,Low,data
5810,4761.9222605502155,1657,0.6031398354434409,256,3648,Low,data
5811,5326.990745980137,4121,0.7849150253234325,656,4878,High,compute
5812,2381.2221804384903,3003,0.7087854297920049,386,4845,High,data
5813,918.5868065826786,2850,0.6654381236298778,950,953,Medium,latency
5814,3869.1999157717373,216,0.9572117152194083,399,3397,High,compute
5815,7840.746259144714,1698,0.7987087680784529,677,4472,Medium,latency
5816,6817.517685017293,4459,0.7951765341682402,610,3056,Medium,compute
5817,8408.727234633308,879,0.9574208036119812,431,2763,Low,latency
5818,4514.6826478665735,4699,0.3345479662607074,684,2788,Medium,compute
5819,1242.7198034602848,979,0.3931075757316681,440,2410,Medium,data
5820,5226.2523314243845,1511,0.249372694586127,905,2557,High,compute
5821,394.90009784763134,1463,0.1969289266571739,519,785,High,latency
5822,4308.684180710993,3148,0.24775489086112432,222,374,High,compute
5823,2014.168609502891,151,0.4064530598065107,718,3158,Medium,compute
5824,8442.479168661324,3019,0.6389037250866463,651,1018,Low,compute
5825,1289.2590586785047,2540,0.7394486187167358,227,2539,Low,data
5826,4746.374227116515,3889,0.7657117975796864,696,2811,High,data
5827,3851.3768759421673,3138,0.7709483999498704,348,1008,Low,latency
5828,8453.85094699384,4033,0.238038912595409,657,4533,Medium,latency
5829,5616.247030681413,2942,0.34410453736665864,737,3634,Medium,latency
5830,4749.5464449559395,4130,0.28111398180076386,148,2606,High,latency
5831,5961.940429332529,3962,0.45953050538841667,145,3646,High,latency
5832,2321.411117260931,4755,0.7774186888298567,87,378,High,compute
5833,5213.835409110541,398,0.5282629472314045,875,1580,Medium,compute
5834,3500.3753825147123,4734,0.9677749072278641,474,714,Low,latency
5835,1089.1793499403313,1149,0.8437972107886319,884,3237,Medium,latency
5836,7914.985973135434,1832,0.2714123314525708,284,2334,Low,compute
5837,3607.954228610627,4618,0.6173529819881999,811,2457,Medium,latency
5838,2789.1121053085235,1910,0.651843704027237,268,3453,High,data
5839,5.696174167706403,4566,0.27536734015827263,918,1181,Medium,data
5840,380.04487981462273,3344,0.2553811775336299,682,3458,High,latency
5841,2518.4447127852914,2898,0.4179834321100103,224,3960,Medium,latency
5842,3295.302892589168,799,0.5458762271996144,387,68,Medium,latency
5843,6991.276180280982,4710,0.3587627869203901,278,412,Medium,data
5844,3684.5606233299864,4221,0.9008658874742488,268,4229,Medium,data
5845,7965.24887914078,3589,0.4321415420268734,830,4790,High,data
5846,5871.662145403442,3685,0.744297918404852,859,4936,Low,data
5847,3505.6705308389646,3056,0.2794814366665085,643,4580,High,data
5848,1573.9744875697415,2273,0.37984073448813693,282,1735,Medium,data
5849,13.694093405861585,4527,0.4545521275417109,837,60,Low,latency
5850,3831.142751656631,357,0.859510412515958,679,2701,Low,latency
5851,4067.203069274563,1447,0.2365335407269631,440,836,Low,data
5852,3638.91243584077,4835,0.7853021748461657,702,4943,Low,data
5853,8024.040447137512,4259,0.9293682100530011,162,1411,High,compute
5854,955.5528063360996,4708,0.33580928221576245,848,3210,Low,data
5855,1149.0222417943808,240,0.6509862353274789,276,3824,High,latency
5856,2334.633085686435,440,0.3643744222935097,622,2747,Low,data
5857,5137.327034226876,2494,0.2547029967995471,662,2150,High,data
5858,7259.014005916505,2469,0.385752275940596,288,1280,Low,data
5859,9036.637406018897,3867,0.753061494656813,936,372,Medium,data
5860,2670.9483525022993,4380,0.8463249398465835,622,1278,Low,compute
5861,1277.993516828676,4314,0.48415929460033247,626,1026,High,latency
5862,5092.144995565676,2458,0.8378619884169047,881,2431,Medium,latency
5863,2995.9241038929285,793,0.15739309332237833,942,308,High,compute
5864,9844.920388544546,4097,0.9530380005237883,672,1171,Medium,latency
5865,398.4251236828018,2722,0.38323874777391587,830,2513,Low,compute
5866,1908.9503111390738,2133,0.596802336334817,800,176,High,compute
5867,7535.587527636661,3512,0.7303901666898032,290,2017,Medium,latency
5868,3863.7757427984334,1634,0.808961555729381,874,3348,High,latency
5869,5622.3815949244945,525,0.845154138437394,530,4430,High,data
5870,8154.518104347863,4030,0.2492901495536487,913,1585,Medium,data
5871,6668.632040987817,914,0.8916035610690274,659,1080,High,compute
5872,6035.5102024103935,4140,0.16096366172406845,58,2045,Medium,data
5873,6818.236385748889,3232,0.4110994720486597,659,4688,High,latency
5874,642.4465693991199,3380,0.7817726964815267,585,778,Low,compute
5875,977.992667178742,4930,0.5894741512627711,53,3216,Low,data
5876,6075.48945297341,1129,0.8749953824987375,494,3691,Medium,compute
5877,3678.443386510687,3129,0.8418175848901046,626,479,Medium,latency
5878,9957.141910034085,2740,0.4751315775880455,837,1244,Medium,data
5879,8206.59020038398,3356,0.5785688007323928,301,2047,Medium,compute
5880,9264.784449316783,2899,0.6388392341379289,822,1830,Medium,compute
5881,1804.632918399286,384,0.9046452927052248,271,4784,Low,compute
5882,6247.302916366014,429,0.12251514362770625,978,3004,Medium,compute
5883,278.7741540551636,2696,0.8406825741217823,378,1805,Low,data
5884,7351.423202400316,2824,0.8109526376853324,1008,3126,High,data
5885,422.2165222392127,2962,0.4069128407283745,913,2648,Medium,latency
5886,6740.795417269506,3893,0.21672402122540224,70,1405,High,latency
5887,2123.6884535128966,3928,0.348440031132806,521,4529,Low,compute
5888,5911.909884083339,759,0.21186664149099416,369,1479,High,compute
5889,2759.746873859379,4466,0.2375396021265455,990,1866,Medium,latency
5890,224.02813798596765,3572,0.28543979131587727,262,3938,Low,latency
5891,6855.370491014435,3521,0.40311334214011174,539,3723,Low,latency
5892,4486.591441719292,432,0.7334337369323309,716,4862,High,data
5893,7242.306625065877,676,0.8465364103386561,818,4919,Medium,compute
5894,562.8449839196492,4175,0.15365213227634966,764,3262,Medium,data
5895,5302.034215504032,651,0.14312381388441242,316,773,Low,latency
5896,542.6639464873429,3767,0.5359356323596851,528,1126,High,latency
5897,1438.4704566014284,4588,0.4637069050434741,90,3421,Medium,data
5898,7844.1325743594525,3881,0.19970732083757614,436,3232,High,data
5899,2286.7230474585067,1131,0.5965738738505799,681,4352,High,latency
5900,933.2351731567312,3399,0.8466290787711245,177,2644,Low,latency
5901,1418.0871772763114,2292,0.19424954946060366,232,109,Medium,latency
5902,1414.3220951443436,3791,0.8932594594599816,535,1070,Medium,latency
5903,8438.238909215372,4922,0.9176215854713236,932,2968,Medium,data
5904,5899.425367026359,3784,0.5541302756866543,513,2255,Medium,compute
5905,7923.4902148669125,4501,0.6247086380740808,307,4671,Low,data
5906,2572.1909638078423,2825,0.6137356169260774,266,2001,High,data
5907,6263.408324595985,4253,0.9089891877343768,303,1599,Low,compute
5908,8989.07590987738,1117,0.701368924748138,953,3954,Low,compute
5909,5339.554907508171,654,0.26340747793314523,581,476,Medium,latency
5910,8707.340561600944,1963,0.3531297994360464,619,996,Medium,data
5911,2180.4571462828058,2793,0.8816177116604824,877,2667,Medium,latency
5912,9669.267000130078,2185,0.9096646502122626,341,440,Low,compute
5913,796.9248856433798,3298,0.951244210617155,170,2769,Low,data
5914,7611.083597328594,670,0.8438972181423923,262,1031,Medium,compute
5915,2017.1882428585907,4978,0.14616297027732766,672,4022,Medium,compute
5916,1168.8770194339293,3113,0.7991829004592024,327,4282,Low,latency
5917,5590.259315099929,505,0.5895635571710466,256,910,Low,compute
5918,3170.2228259923336,1233,0.6198986765370275,386,3215,Low,latency
5919,2225.1995129483694,1022,0.5415425025983134,917,1346,Medium,compute
5920,4391.232897305251,2622,0.7402144982185913,56,1341,High,data
5921,9884.214329976068,2158,0.7439079198058921,778,1578,Low,latency
5922,6326.775584564301,971,0.21671715623075577,165,4725,High,latency
5923,2786.029655745439,4203,0.4119601861274679,487,3519,High,latency
5924,9859.022031764596,3990,0.6517123485271701,884,2332,Low,latency
5925,2791.6668089676155,953,0.6457467194520744,987,4457,High,data
5926,7196.5161189819955,1038,0.41086432929581196,929,2317,Medium,data
5927,2633.3281453095747,1488,0.7135877134700654,161,2813,Medium,compute
5928,7743.064479265209,2653,0.43728231305089316,925,1544,Low,compute
5929,6439.841243857556,1955,0.7260806169335388,118,3403,Low,latency
5930,5727.068625777555,2899,0.16958778831415922,336,1236,High,latency
5931,4588.9487426371525,2004,0.3813120837624623,824,1683,Medium,latency
5932,2428.4325984597044,4787,0.29454125802670295,531,2563,Medium,data
5933,6094.272384712242,4269,0.9479863113715529,595,3882,High,compute
5934,8743.475491172847,3608,0.174728978023569,897,1302,Medium,data
5935,313.05414050873947,651,0.367989075549195,866,767,Low,latency
5936,7326.697388286103,890,0.9479120707415941,731,2993,Medium,latency
5937,8799.2253516027,2352,0.7324352835943374,502,1475,Medium,data
5938,6168.877802531491,520,0.8289642645960541,104,1005,Medium,latency
5939,2584.3063240837873,4926,0.5727087113375938,911,2568,High,compute
5940,3514.7505944198197,3159,0.655677777876204,747,3099,Medium,data
5941,7488.0482090529185,1084,0.7216446744111875,867,4770,High,compute
5942,3668.2236439769854,4332,0.40891179253546617,841,2611,High,compute
5943,80.73156093916567,1637,0.8709527941496951,968,4506,High,compute
5944,1055.1829464223717,1811,0.4305982072291725,269,2534,Low,latency
5945,2853.40370117794,4603,0.772317719512346,464,340,Medium,latency
5946,3931.69803189385,4521,0.9788592382129578,758,2297,High,latency
5947,3643.2472307178064,2319,0.7725656540177339,223,4444,Low,data
5948,8064.277211422351,1445,0.9282971088624599,887,2945,Medium,compute
5949,2215.827361724947,3596,0.49088929898604683,397,2100,Low,compute
5950,4103.1331563328795,4626,0.21881893107619899,265,2019,Medium,latency
5951,8142.268941187296,4128,0.12458814671028684,175,2750,High,latency
5952,7934.37280534362,4118,0.9681271580524992,259,2731,Low,compute
5953,2052.2530623364323,1200,0.6735287605463524,104,2200,High,latency
5954,3640.730122648922,1878,0.9214685795426844,350,3552,Medium,compute
5955,1563.1314954288355,807,0.12925532643912965,214,2501,Medium,compute
5956,900.9998820237053,730,0.29449746451841896,197,3902,Medium,compute
5957,5541.931862447058,3128,0.3605732732767919,684,2109,High,compute
5958,3194.9224235491492,2508,0.2937767800650987,585,2411,Medium,latency
5959,5136.89216526149,4722,0.7596188771557004,405,2591,Medium,data
5960,5879.098985780701,326,0.5443586916217921,596,3236,High,latency
5961,6061.922676092604,1757,0.11046447875064644,457,2255,Medium,data
5962,9407.652066938388,4524,0.201450594475574,478,2335,Medium,data
5963,2346.492197003105,3268,0.26271920192717646,737,3823,Medium,data
5964,8980.852932299615,3029,0.26423699236935894,303,1416,Medium,data
5965,513.0866183311377,821,0.8016709838807315,525,4909,Low,compute
5966,303.8283911238404,4101,0.964668137929199,351,3579,Low,data
5967,1087.6806974633214,3543,0.7135798808769602,519,1587,High,data
5968,6436.891470845285,1973,0.5677995047316678,332,2605,Medium,data
5969,5302.935174584055,120,0.8921017864758813,455,1315,Medium,latency
5970,1621.2318310708872,3773,0.8988547516818712,856,71,Medium,data
5971,1479.0494742126536,1986,0.6282700548324948,73,1858,Low,data
5972,5294.293084233083,1094,0.2532484095183377,88,948,Low,data
5973,9590.058987642642,1554,0.4241672472817004,52,3987,Low,data
5974,1827.3000593743582,899,0.7434895176814083,401,1330,Low,latency
5975,2591.295102250977,3763,0.9259022497667798,288,4928,Low,latency
5976,1205.8329235131116,3869,0.9825745349369498,1019,3276,Low,data
5977,5946.018436715242,4520,0.6280525644110584,914,2491,Medium,compute
5978,9267.692898592672,3865,0.7334644192679904,380,1332,Medium,data
5979,2380.151413971515,3133,0.11567778634396593,170,1423,High,compute
5980,4724.212631813341,3070,0.1806705734940079,679,418,High,compute
5981,9076.145585613594,168,0.18026098981716415,132,2408,High,compute
5982,7082.831405747101,1986,0.5683274989313908,248,3741,High,compute
5983,5282.866634645072,507,0.19583639986587056,636,4392,Low,compute
5984,6393.067680449909,1746,0.7541076631157808,845,586,High,data
5985,7308.395702343208,722,0.5841175407492472,448,4364,High,data
5986,7284.784520843665,2692,0.46663921387451923,342,4431,High,compute
5987,4849.771083474669,2648,0.7736183294302946,358,1353,Medium,compute
5988,2814.7599380304046,1086,0.5190827144408987,627,598,High,compute
5989,2061.7459289731564,1707,0.714346982260802,824,3297,High,compute
5990,9186.1387766964,816,0.7027217329275365,949,3033,High,latency
5991,582.4669632752277,1172,0.6069874773796754,985,3583,High,latency
5992,3370.731404200272,2631,0.7729385675851765,199,858,Medium,compute
5993,6900.501377623072,1609,0.7778510315943262,288,2498,Low,data
5994,6000.690273037246,2373,0.8211072557886774,982,4763,High,compute
5995,4332.18600143492,1644,0.910799247763357,783,2664,Medium,data
5996,1042.3286586503789,3369,0.7472941917949165,472,1847,Medium,data
5997,1395.2805125907519,897,0.22433712582332288,475,1890,High,compute
5998,6965.228727169696,951,0.6492950409473404,402,4434,Medium,compute
5999,4836.966144693602,436,0.5265464502793631,122,1170,High,compute
6000,3395.507309511038,4207,0.22522626902547693,489,860,High,compute
6001,3747.9353108264168,2766,0.5591377822442243,993,2633,Low,compute
6002,4286.859808129494,3820,0.9097297844620239,613,4278,Low,data
6003,6830.566188960165,3755,0.917694247970288,947,985,Low,data
6004,6009.477895248135,429,0.4472344141550645,160,200,High,data
6005,704.8297949781202,3465,0.3031355436153471,474,1925,Medium,compute
6006,1574.7785907740697,4688,0.35871996778272863,793,2247,High,data
6007,705.5568692234615,4021,0.790310329310595,669,4941,Low,compute
6008,345.90125754266785,2148,0.33104876447074694,374,4643,Low,data
6009,7760.049179450404,4435,0.40052666760604083,662,4636,High,data
6010,8509.589076629858,1245,0.2549498262784258,72,4414,Medium,latency
6011,4161.778322261163,4437,0.8123811033923698,968,1269,Medium,data
6012,9688.407845223875,2143,0.6077995157506345,289,2985,Low,latency
6013,8635.97702236331,4859,0.1811806708732846,707,1207,High,data
6014,8603.850438750796,4948,0.14095563272113332,711,4106,High,data
6015,3671.843999329368,1822,0.4618764779081429,530,4241,Medium,data
6016,9543.471631043496,4355,0.694039192089642,382,391,Medium,compute
6017,7489.298456338638,3426,0.8320628856856923,928,1281,High,compute
6018,3536.9242910772446,2863,0.9456430201194529,1007,969,High,data
6019,8888.328939449606,3381,0.3396288860545088,832,2470,Medium,compute
6020,41.12299965128852,2731,0.48580194284070555,213,3020,High,compute
6021,5715.910412338831,890,0.30727471443390086,347,2685,Low,compute
6022,5201.727930021924,764,0.8997546308441176,957,379,Low,compute
6023,817.8994053026189,598,0.5570140223659457,756,2094,Low,data
6024,8623.564895026868,2327,0.3097908664743084,979,472,Medium,latency
6025,2817.1116761250014,2121,0.6431350161689882,188,1835,Medium,compute
6026,3763.5007945304865,1051,0.7600121446384508,607,3925,High,compute
6027,4751.534144294091,1691,0.9426227846269671,500,3335,High,data
6028,8169.348304723988,1348,0.7899052808266247,138,222,High,data
6029,5949.380307729589,3494,0.7173167775233426,376,2622,Medium,data
6030,5639.572035274568,1920,0.5700861898906615,480,400,Medium,data
6031,3623.775759255892,1104,0.6748849598280745,381,2906,Low,latency
6032,2796.846717917196,3247,0.538717148085161,183,1118,Low,latency
6033,4781.202319371778,609,0.2564341737332173,615,307,Medium,latency
6034,2557.3353203158576,814,0.48179108895003053,645,219,High,data
6035,3395.114382042821,155,0.6634294823185761,157,4716,Low,latency
6036,4403.763349468267,1975,0.11806426570563354,401,2736,High,latency
6037,8435.008643936304,1116,0.390558765235165,748,2716,Low,latency
6038,9305.106167465388,3312,0.40601481179117316,429,3907,Low,data
6039,8297.41369555985,571,0.1166469410209576,296,1742,High,data
6040,5256.997148931066,3469,0.3757293401115468,444,2672,Low,compute
6041,7115.572532942754,2709,0.9381562520550294,912,4044,Low,compute
6042,3352.0860921068675,4409,0.6830620065772273,194,4866,Low,data
6043,4591.969225542821,486,0.6597584453752903,706,3581,High,data
6044,9404.896563472046,3711,0.7027697142432755,388,3224,Medium,data
6045,3549.474799949155,2650,0.1476750700005942,282,444,High,data
6046,1729.85677257379,2663,0.9405479484972699,826,947,Medium,latency
6047,4720.9405701797805,4393,0.3075121268725586,52,998,Low,latency
6048,6525.916187915881,3750,0.16100379592166114,975,124,Low,compute
6049,1265.1425980849585,946,0.5299338188500041,833,344,Medium,data
6050,1221.014186726106,3588,0.9701095767474349,539,1037,High,latency
6051,3036.9489093940006,2928,0.35460516141687215,541,2016,High,compute
6052,9076.491013983337,1044,0.12109197189943921,963,1136,Low,data
6053,6746.038509929627,4256,0.9174876461730023,943,248,High,data
6054,2219.3415638011006,4126,0.5626758953813803,258,1950,Low,compute
6055,6034.875606219187,4716,0.8635686304644895,524,1538,High,latency
6056,6602.39833811912,994,0.7383271610318541,363,4766,High,data
6057,5230.546799078449,4183,0.6887126746632976,55,4787,High,compute
6058,7593.824605373287,305,0.32262414162291886,574,3600,Low,data
6059,247.38988659156914,3283,0.5713781102384992,328,1843,Medium,compute
6060,1911.1722710395352,3036,0.6124436844220159,718,537,Low,compute
6061,9663.717444251193,2636,0.7097738519835766,824,3788,High,latency
6062,4977.40001756832,4672,0.7332320771043999,327,4793,Medium,latency
6063,765.1479839352914,3760,0.25789816300561264,741,4098,Medium,latency
6064,3081.796902179947,2258,0.8673304418403,329,539,High,latency
6065,17.723861734066926,4693,0.426496418026419,815,365,Low,data
6066,5794.142418856143,3867,0.7546894894745928,706,1048,High,data
6067,9994.782500995681,133,0.8354865453507392,541,2569,Low,latency
6068,5900.994975210712,149,0.38026768092344265,745,2708,Medium,latency
6069,6100.729288144448,3013,0.3311750695254269,126,1146,Low,data
6070,3277.266127280789,4032,0.9866443275516779,187,4801,High,data
6071,2370.3254560280984,3074,0.41471341673484885,343,2170,Low,data
6072,5081.565720401193,4115,0.6395820799025808,127,2141,Medium,compute
6073,8997.861669773905,232,0.7837227653500978,373,2258,Medium,data
6074,97.51104114700925,3058,0.5058431177392578,850,2405,Medium,compute
6075,5696.508422418475,1960,0.32775038981761223,782,3164,Medium,compute
6076,4285.1107127031855,329,0.5916395902868479,384,3219,Low,latency
6077,6211.793059939905,1590,0.6139689120430455,617,1963,High,compute
6078,8399.580262080151,2231,0.8126691378713907,870,4189,High,data
6079,4490.439126266182,4578,0.7572239506723484,651,1153,Medium,data
6080,2176.8278162070565,4426,0.3252291636740429,505,1819,High,compute
6081,3766.069869311608,1717,0.6343759257281316,603,4751,Medium,compute
6082,1505.5137165084354,1434,0.6182280827892689,728,2193,Medium,latency
6083,848.992142108389,1253,0.40611673861358777,502,2665,Low,data
6084,3758.763494031635,1226,0.5730878419939288,963,2273,Low,latency
6085,6256.985496114686,3106,0.5908921615191365,812,1805,High,latency
6086,2628.3533608755038,1945,0.681354011961752,271,2553,Low,data
6087,9156.841594691943,4356,0.11999642282191779,76,820,High,latency
6088,6889.512994530017,1453,0.6674963409720451,270,366,Low,data
6089,6863.134531018993,2176,0.16766125008944588,72,159,High,data
6090,6917.1068525663795,2951,0.4675835741086527,510,3082,Low,data
6091,16.844982284425214,392,0.23169582951795378,781,3510,Medium,compute
6092,8130.067534159009,3617,0.8997737869554893,555,1900,Low,compute
6093,9176.0862794338,812,0.6004987658034189,248,3154,High,data
6094,193.97983736088364,1307,0.7073889214822597,887,4462,Medium,latency
6095,5982.939903852375,3478,0.2753545544577942,643,2350,Low,data
6096,6765.757701274786,2981,0.8397114294584078,145,1285,Low,compute
6097,1962.4258094934132,875,0.7546177418492929,258,4847,Low,data
6098,8382.112629992907,2157,0.7223902611630968,124,4426,High,compute
6099,6258.314142890883,852,0.7162510340285427,273,3432,High,data
6100,2250.5507332950424,692,0.13242086350208782,389,1816,Medium,compute
6101,9671.901167175532,1487,0.8294108689395913,833,4366,Low,data
6102,2158.6562467402014,1391,0.28325101187017854,70,3326,Low,data
6103,6785.878069331915,3445,0.452573811264411,694,3922,Medium,compute
6104,4738.8977885992335,1389,0.451826104278076,804,2025,High,data
6105,7232.848225591391,2677,0.9743597653050915,72,2495,Medium,compute
6106,977.5912392053465,3935,0.4250849650862132,810,128,Low,latency
6107,9525.452555333542,2376,0.3880524146953358,564,3357,Medium,compute
6108,2044.8903080791147,4111,0.4566178987866707,316,2153,Medium,compute
6109,2203.839392367527,383,0.8250359981014939,111,4557,High,latency
6110,5540.285354922338,949,0.39401623705370614,115,631,Medium,compute
